tramite_tipo,tramite_fecha,fecha_inscripcion_inicial,registro_seccional_codigo,registro_seccional_descripcion,registro_seccional_provincia,automotor_origen,automotor_anio_modelo,automotor_tipo_codigo,automotor_tipo_descripcion,automotor_marca_codigo,automotor_marca_descripcion,automotor_modelo_codigo,automotor_modelo_descripcion,automotor_uso_codigo,automotor_uso_descripcion,titular_tipo_persona,titular_domicilio_localidad,titular_domicilio_provincia,titular_genero,titular_anio_nacimiento,titular_pais_nacimiento,titular_porcentaje_titularidad,titular_domicilio_provincia_id,titular_pais_nacimiento_id
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2009-07-17,8015,VILLAGUAY,Entre Ríos,Protocolo 21,2009,14,CAMION,120,SCANIA,313,G340 A4X2,1,Privado,Jurídica,VILLAGUAY,ENTRE RIOS,No aplica,2007,No aplica,100,30,
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2010-03-19,8015,VILLAGUAY,Entre Ríos,Protocolo 21,2010,14,CAMION,120,SCANIA,312,G380 A4X2,1,Privado,Jurídica,VILLAGUAY,ENTRE RIOS,No aplica,2007,No aplica,100,30,
MEDIDAS JUDICIALES - LEVANTAMIENTO,2025-04-01,2017-08-29,8015,VILLAGUAY,Entre Ríos,Protocolo 21,2017,05,SEDAN 5 PUERTAS,024,CHEVROLET,591,SPIN 1.8 N 7P LTZ M/T,1,Privado,Física,VILLAGUAY,ENTRE RIOS,Femenino,1974,ARGENTINA,100,30,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2014-02-10,8021,CONCORDIA Nº 2,Entre Ríos,Protocolo 21,2014,05,SEDAN 5 PUERTAS,024,CHEVROLET,590,SPIN 1.8 N LTZ M/T,1,Privado,Física,CONCORDIA,ENTRE RIOS,Masculino,1971,ARGENTINA,100,30,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2016-05-12,8021,CONCORDIA Nº 2,Entre Ríos,Nacional,2016,22,FURGON,34,PEUGEOT,KG,PARTNER CONFORT 1.6 HDI,1,Privado,Física,CONCORDIA,ENTRE RIOS,Femenino,1989,ARGENTINA,100,30,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2018-12-17,8021,CONCORDIA Nº 2,Entre Ríos,Protocolo 21,2018,05,SEDAN 5 PUERTAS,136,VOLKSWAGEN,575,CROSS UP! 1.0 MPI,1,Privado,Física,CONCORDIA,ENTRE RIOS,Femenino,1961,ARGENTINA,100,30,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,1973-09-25,8022,CONCEPCION DEL URUGUAY Nº 2,Entre Ríos,Nacional,1973,,RURAL 4 PTAS,37,RENAULT,08,RENAULT 12 BREAK,1,Privado,Física,CONCEPCION DEL URUGUAY,ENTRE RIOS,Masculino,1978,ARGENTINA,100,30,200
MEDIDAS JUDICIALES - LEVANTAMIENTO,2025-04-01,2017-07-11,15003,ZAPALA,Neuquén,Nacional,2017,20,PICK-UP,19,FORD,YW,NUEVA RANGER DC 4X2 XLT MT 3.2L D    /2017,1,Privado,Física,ZAPALA,NEUQUEN,Masculino,1962,ARGENTINA,100,58,200
MEDIDAS JUDICIALES - LEVANTAMIENTO,2025-04-01,2016-02-23,15003,ZAPALA,Neuquén,Nacional,2016,20,PICK-UP,68,TOYOTA,AB,HILUX 4X2 D/C SRV 2.8 TDI 6 M/T       /2016,1,Privado,Física,ZAPALA,NEUQUEN,Masculino,1984,ARGENTINA,100,58,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2016-08-22,15003,ZAPALA,Neuquén,Nacional,2016,12,SEDAN 4 PUERTAS,37,RENAULT,1X,FLUENCE PH2 2.0 LUXE PACK CVT     /2016,1,Privado,Física,ZAPALA,NEUQUEN,Masculino,1963,ARGENTINA,100,58,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2013-08-13,8024,PARANA Nº 3,Entre Ríos,Protocolo 21,2013,17,CHASIS C/CABINA,047,FORD,602,CARGO 1517,1,Privado,Física,PARANA,ENTRE RIOS,Masculino,1986,ARGENTINA,100,30,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2019-07-29,15004,NEUQUEN Nº 2,Neuquén,Protocolo 21,2019,30,FURGONETA,044,FIAT,810,NUEVO FIORINO 1.4 8V,1,Privado,Jurídica,NEUQUEN,NEUQUEN,No aplica,2021,No aplica,100,58,
MEDIDAS JUDICIALES - LEVANTAMIENTO,2025-04-01,2014-01-20,15004,NEUQUEN Nº 2,Neuquén,Nacional,2014,17,SEDAN 5 PUERTAS,37,RENAULT,ZC,CLIO MIO 5P GT LINE,1,Privado,Física,NEUQUEN,NEUQUEN,Femenino,1966,ARGENTINA,100,58,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2012-10-10,9005,FORMOSA Nº 3,Formosa,Nacional,2012,17,SEDAN 5 PTAS,37,RENAULT,XG,CLIO 5P AUTHENTIQUE 1.2 PACK I,1,Privado,Física,FORMOSA,FORMOSA,Masculino,1987,ARGENTINA,100,34,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2019-04-26,9006,FORMOSA Nº 4,Formosa,Nacional,2019,20,PICK-UP,68,TOYOTA,AV,HILUX 4X2 D/C SRV 2.8 TDI 6 A/T,1,Privado,Física,FORMOSA /CAPITAL,FORMOSA,Masculino,1957,ARGENTINA,100,34,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2012-01-04,9006,FORMOSA Nº 4,Formosa,Protocolo 21,2012,05,SEDAN 5 PTAS,136,VOLKSWAGEN,348,FOX 1.6,1,Privado,Física,FORMOSA,FORMOSA,Femenino,1992,ARGENTINA,100,34,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2018-03-20,10002,SAN PEDRO DE JUJUY,Jujuy,Protocolo 21,2018,24,TRANSPORTE DE PASAJEROS,092,MERCEDES BENZ,B81,OF1724L,2,Público,Física,SAN PEDRO DE JUJUY,JUJUY,Masculino,1962,ARGENTINA,100,38,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2021-05-31,10003,SAN SALVADOR DE JUJUY Nº 1,Jujuy,Protocolo 21,2021,05,SEDAN 5 PUERTAS,112,RENAULT,A83,KWID ZEN 1.0,1,Privado,Física,SAN SALVADOR DE JUJUY,JUJUY,Femenino,1968,ARGENTINA,100,38,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,1998-07-03,10005,LIB.GRAL.SAN MARTIN,Jujuy,Nacional,1998,12,SEDAN 4 PTAS,53,VOLKSWAGEN,15,POLO CLASSIC SD,1,Privado,Física,LDOR.GRAL.S.MARTIN-LEDESMA,JUJUY,No identificado,1975,No identificado,100,38,
MEDIDAS JUDICIALES - LEVANTAMIENTO,2025-04-01,2022-08-22,10006,SAN SALVADOR DE JUJUY Nº 3,Jujuy,Nacional,2022,12,SEDAN 4 PUERTAS,37,RENAULT,3R,LOGAN PH2 LIFE 1.6,1,Privado,Física,PALPALA,JUJUY,Femenino,1991,ARGENTINA,100,38,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2011-09-22,10007,PERICO,Jujuy,Protocolo 21,2011,24,TRANSPORTE DE PASAJEROS,092,MERCEDES BENZ,814,O-500 RSD,2,Público,Jurídica,PERICO,JUJUY,No aplica,2016,No aplica,100,38,
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2016-11-08,10007,PERICO,Jujuy,Nacional,2016,17,SEDAN 5 PUERTAS,53,VOLKSWAGEN,XH,SURAN 1.6 5D 060,1,Privado,Física,PERICO,JUJUY,Masculino,1963,ARGENTINA,100,38,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2018-04-18,10007,PERICO,Jujuy,Protocolo 21,2018,02,SEDAN 4 PUERTAS,136,VOLKSWAGEN,578,VOYAGE 1.6 MSI,1,Privado,Física,PERICO,JUJUY,Masculino,1980,ARGENTINA,100,38,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2015-07-17,11002,GENERAL PICO Nº 1,La Pampa,Nacional,2015,29,TRACTOR DE CARRETERA,67,IVECO,79,450E33T,1,Privado,Jurídica,QUEMU QUEMU,LA PAMPA,No aplica,2012,No aplica,100,42,
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2014-07-04,11002,GENERAL PICO Nº 1,La Pampa,Nacional,2014,30,ACOPLADO,13,ASTIVIA,01,A2,1,Privado,Jurídica,QUEMU QUEMU,LA PAMPA,No aplica,2012,No aplica,100,42,
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2018-03-23,11002,GENERAL PICO Nº 1,La Pampa,Nacional,2018,31,SEMIRREMOLQUE,13,ASTIVIA,55,S3-PLAYO CON FRENTE,1,Privado,Jurídica,QUEMU QUEMU,LA PAMPA,No aplica,2012,No aplica,100,42,
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2014-07-04,11002,GENERAL PICO Nº 1,La Pampa,Nacional,2014,31,SEMIRREMOLQUE,13,ASTIVIA,09,S2-13.50- PISO Y FRENTE,1,Privado,Jurídica,QUEMU QUEMU,LA PAMPA,No aplica,2012,No aplica,100,42,
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2022-05-20,11002,GENERAL PICO Nº 1,La Pampa,Nacional,2022,20,PICK-UP,53,VOLKSWAGEN,8H,AMAROK TRENDLINE 4X2 2.0L TDI 140 CV,1,Privado,Física,GENERAL PICO,LA PAMPA,Masculino,1953,ARGENTINA,100,42,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2023-08-31,11002,GENERAL PICO Nº 1,La Pampa,Nacional,2023,20,PICK-UP,19,FORD,1J,RANGER DC LTD 2.0L BIT 4X4 10AT D,1,Privado,Física,GENERAL PICO,LA PAMPA,No identificado,1993,ARGENTINA,100,42,200
MEDIDAS JUDICIALES - LEVANTAMIENTO,2025-04-01,2011-12-07,11002,GENERAL PICO Nº 1,La Pampa,Protocolo 21,2011,82,PICK-UP CABINA DOBLE,024,CHEVROLET,415,S10 2.8TDI DLX 4X2 ELECTRONIC CD,1,Privado,Física,GENERAL PICO,LA PAMPA,Masculino,1962,ARGENTINA,100,42,200
MEDIDAS JUDICIALES - LEVANTAMIENTO,2025-04-01,2018-01-29,11002,GENERAL PICO Nº 1,La Pampa,Protocolo 21,2018,82,PICK-UP CABINA DOBLE,024,CHEVROLET,583,S10 2.8TD 4X4 LT,1,Privado,Física,GENERAL PICO,LA PAMPA,Masculino,1962,ARGENTINA,100,42,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2016-03-17,11002,GENERAL PICO Nº 1,La Pampa,Nacional,2016,20,PICK-UP,53,VOLKSWAGEN,WK,AMAROK 2.0L TDI 180 CV 4X2 554,1,Privado,Física,GENERAL PICO,LA PAMPA,Masculino,1993,ARGENTINA,100,42,200
MEDIDAS JUDICIALES - LEVANTAMIENTO,2025-04-01,2006-01-23,11003,SANTA ROSA Nº 1,La Pampa,Nacional,2006,20,PICK-UP,68,TOYOTA,26,HILUX 4X4 CABINA DOBLE DX 2.5 TD,1,Privado,Física,SANTA ROSA,LA PAMPA,Masculino,1988,ARGENTINA,100,42,200
MEDIDAS JUDICIALES - LEVANTAMIENTO,2025-04-01,2016-03-21,11003,SANTA ROSA Nº 1,La Pampa,Nacional,2016,20,PICK-UP,68,TOYOTA,AB,HILUX 4X2 D/C SRV 2.8 TDI 6 M/T,1,Privado,Física,SANTA ROSA,LA PAMPA,Masculino,1974,ARGENTINA,100,42,200
MEDIDAS JUDICIALES - LEVANTAMIENTO,2025-04-01,2011-08-31,11009,GENERAL PICO Nº 2,La Pampa,Importado,2011,04,RURAL 5 PTAS,158,DODGE,138,JOURNEY SE 2.4,1,Privado,Física,GENERAL PICO,LA PAMPA,Masculino,1972,ARGENTINA,100,42,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2021-02-04,17011,SALTA Nº 7,Salta,Nacional,2021,20,PICK-UP,68,TOYOTA,CA,HILUX 4X2 DC SRX 2.8 TDI 6 AT,1,Privado,Física,LA CALDERA,SALTA,Masculino,1980,ARGENTINA,100,66,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2023-09-05,17011,SALTA Nº 7,Salta,Nacional,2023,20,PICK-UP,53,VOLKSWAGEN,8W,AMAROK COMFORTLINE 4X4 AUT V6 3.0L 258 CV,1,Privado,Física,LA CALDERA,SALTA,Masculino,1980,ARGENTINA,100,66,200
MEDIDAS JUDICIALES - LEVANTAMIENTO,2025-04-01,2012-08-17,18001,SAN JUAN Nº 1,San Juan,Protocolo 21,2012,15,TRANSP. DE PASAJEROS,137,VOLVO,164,B12R 6X2,2,Público,Jurídica,CAPITAL,SAN JUAN,No aplica,2009,No aplica,100,70,
MEDIDAS JUDICIALES - LEVANTAMIENTO,2025-04-01,2012-08-17,18001,SAN JUAN Nº 1,San Juan,Protocolo 21,2012,15,TRANSP. DE PASAJEROS,137,VOLVO,164,B12R 6X2,2,Público,Jurídica,CAPITAL,SAN JUAN,No aplica,2009,No aplica,100,70,
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2001-08-10,18002,SAN JUAN Nº 2,San Juan,Nacional,2001,12,SEDAN 4 PTAS,34,PEUGEOT,46,405STYLEDAA,2,Público,Física,VªKRAUSE - RAWSON,SAN JUAN,No identificado,1953,ARGENTINA,100,70,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2001-11-14,18002,SAN JUAN Nº 2,San Juan,Nacional,2001,22,FURGON,53,VOLKSWAGEN,AS,CADDY 1.9 SD VD 10A,1,Privado,Física,RAWSON,SAN JUAN,Femenino,1970,ARGENTINA,100,70,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,1998-09-29,18002,SAN JUAN Nº 2,San Juan,Importado,1998,13,FURGON,044,FIAT,220,DUCATO 2.5D P.M. 14,1,Privado,Física,BºTENIENTE SILVA - RAWSON,SAN JUAN,No identificado,1978,ARGENTINA,100,70,200
MEDIDAS JUDICIALES - LEVANTAMIENTO,2025-04-01,2011-02-03,18005,SAN JUAN Nº 5,San Juan,Protocolo 21,2011,21,COUPE,092,MERCEDES BENZ,978,CLC 250,1,Privado,Física,CAPITAL,SAN JUAN,Masculino,1947,ARGENTINA,100,70,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2001-10-01,18005,SAN JUAN Nº 5,San Juan,Nacional,20,12,SIN ESPECIFICACION,37,RENAULT,GR,CLIO RN DIE AA 4PTAS.    /01,1,Privado,Física,SANTA LUCIA-SAN JUAN-,SAN JUAN,No identificado,1962,No identificado,100,70,
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2013-04-05,19003,SAN LUIS Nº 1,San Luis,Protocolo 21,2013,30,FURGONETA,044,FIAT,591,FIORINO FIRE 1242 MPI 8V,1,Privado,Jurídica,SAN LUIS,SAN LUIS,No aplica,2013,No aplica,100,74,
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2014-10-03,19006,VILLA MERCEDES Nº 2,San Luis,Nacional,2014,12,SEDAN 4 PUERTAS,17,FIAT,AZ,SIENA (F4) EL 1.4 8V,1,Privado,Física,VILLA MERCEDES,SAN LUIS,Masculino,1980,ARGENTINA,100,74,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2010-11-02,20001,CALETA OLIVIA Nº 1,Santa Cruz,Importado,2010,10,TODO TERRENO,018,BMW,297,X3 2.5I,1,Privado,Jurídica,CALETA OLIVIA,SANTA CRUZ,No aplica,2003,No aplica,100,78,
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2015-07-30,21012,RECONQUISTA Nº 1,Santa Fe,Protocolo 21,2015,81,PICK-UP CABINA Y MEDIA,136,VOLKSWAGEN,508,SAVEIRO 1.6L GP,1,Privado,Jurídica,RECONQUISTA,SANTA FE,No aplica,2013,No aplica,100,82,
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2011-03-17,21013,ROSARIO Nº 01,Santa Fe,Importado,2011,02,SEDAN 4 PTAS,024,CHEVROLET,483,AVEO LT 1.6N MT,1,Privado,Física,FUNES,SANTA FE,Masculino,1973,ARGENTINA,100,82,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,1996-02-26,21046,VENADO TUERTO Nº 2,Santa Fe,Nacional,1996,12,SEDAN 4 PTAS,34,PEUGEOT,23,405 GR TC,1,Privado,Física,VENADO TUERTO,SANTA FE,Masculino,1980,ARGENTINA,100,82,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,1995-04-10,21046,VENADO TUERTO Nº 2,Santa Fe,Nacional,1995,22,FURGON,37,RENAULT,37,TRAFIC,1,Privado,Física,VENADO TUERTO,SANTA FE,Femenino,1953,ARGENTINA,100,82,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2009-02-10,21019,SAN JAVIER,Santa Fe,Protocolo 21,2009,02,SEDAN 4 PTAS,024,CHEVROLET,357,ASTRA GL 2.0,1,Privado,Física,SAN JAVIER,SANTA FE,Femenino,1984,ARGENTINA,100,82,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2000-01-14,21023,SANTA FE Nº 1,Santa Fe,Nacional,2000,,PICK-UP C/C,29,MERCEDES BENZ,AF,SPRINTER 312D/P3550,1,Privado,Jurídica,SANTA FE,SANTA FE,No aplica,2009,No aplica,100,82,
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2007-06-21,21023,SANTA FE Nº 1,Santa Fe,Nacional,2007,17,SEDAN 5 PTAS,34,PEUGEOT,FH,307 XS 2.0 HDI 5P 90CV,1,Privado,Física,SAN JOSE DEL RINCON,SANTA FE,Masculino,1984,ARGENTINA,100,82,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2016-05-05,21028,VERA,Santa Fe,Nacional,2016,20,PICK-UP,53,VOLKSWAGEN,WK,AMAROK 2.0L TDI 180 CV 4X2 554,1,Privado,Jurídica,CALCHAQUI,SANTA FE,No aplica,1995,No aplica,100,82,
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2016-04-19,21028,VERA,Santa Fe,Nacional,2016,20,PICK-UP,53,VOLKSWAGEN,2T,AMAROK DC 2.0L TDI 180 CV 4X4 042,1,Privado,Física,CALCHAQUI,SANTA FE,No identificado,1989,ARGENTINA,100,82,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2011-01-31,21042,ROSARIO Nº 07,Santa Fe,Nacional,2011,12,SEDAN 4 PTAS,37,RENAULT,WR,RENAULT SYMBOL CONNECTION 1.5 DCI,1,Privado,Física,ROSARIO,SANTA FE,Femenino,1990,ARGENTINA,100,82,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2014-02-04,21049,ROSARIO Nº 11,Santa Fe,Importado,2014,02,SEDAN 4 PUERTAS,024,CHEVROLET,571,SONIC 1.6 LT M/T,1,Privado,Física,ROSARIO,SANTA FE,Masculino,1938,ARGENTINA,100,82,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2015-05-18,21058,ROSARIO Nº 15,Santa Fe,Protocolo 21,2015,05,SEDAN 5 PUERTAS,130,TOYOTA,858,ETIOS XLS 1.5 M/T,1,Privado,Física,ROSARIO,SANTA FE,Masculino,1938,ARGENTINA,100,82,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2016-11-14,21058,ROSARIO Nº 15,Santa Fe,Protocolo 21,2016,04,RURAL 5 PUERTAS,047,FORD,998,ECOSPORT SE 1.6L MT N,1,Privado,Física,ROSARIO,SANTA FE,Masculino,1938,ARGENTINA,100,82,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2014-03-19,21058,ROSARIO Nº 15,Santa Fe,Protocolo 21,2014,13,FURGON,112,RENAULT,949,NUEVO MASTER L1H1 AA,1,Privado,Física,ROSARIO,SANTA FE,Masculino,1938,ARGENTINA,100,82,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2008-02-08,21067,RECONQUISTA Nº 2,Santa Fe,Nacional,2008,29,TRACTOR DE CARRETERA,67,IVECO,52,450E32T,1,Privado,Física,RECONQUISTA,SANTA FE,Femenino,1986,ARGENTINA,100,82,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2012-08-23,21072,RAFAELA Nº 5,Santa Fe,Importado,2012,02,SEDAN 4 PUERTAS,136,VOLKSWAGEN,471,PASSAT 2.0 TDI BLUEMOTION TECHNO,1,Privado,Física,FRONTERA,SANTA FE,Masculino,1980,ARGENTINA,100,82,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2015-01-16,22003,SANTIAGO DEL ESTERO Nº 1,Santiago del Estero,Importado,2014,05,SEDAN 5 PUERTAS,044,FIAT,761,QUBO 1.4  8V DYNAMIC,1,Privado,Física,SGO DEL ESTERO,SGO.DEL ESTERO,Femenino,1989,ARGENTINA,100,86,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2023-11-08,23001,CONCEPCION,Tucumán,Nacional,2023,20,PICK-UP,53,VOLKSWAGEN,9J,AMAROK HIGHLINE CD V6 AT 4X4,1,Privado,Jurídica,MONTEROS,TUCUMAN,No aplica,2004,No aplica,100,90,
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2020-01-23,23003,TUCUMAN Nº 2,Tucumán,Importado,2020,91,CHASIS C/CABINA DORMITORIO,137,VOLVO,692,FH 420 4X2 R,1,Privado,Física,TAFI VIEJO,TUCUMAN,Masculino,1986,ARGENTINA,100,90,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2013-10-07,23005,TUCUMAN Nº 4,Tucumán,Importado,2013,05,SEDAN 5 PUERTAS,092,MERCEDES BENZ,A90,A250 SPORT,1,Privado,Jurídica,SAN MIGUEL DE TUCUMAN,TUCUMAN,No aplica,2001,No aplica,100,90,
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2017-09-27,23006,TUCUMAN Nº 5,Tucumán,Protocolo 21,2017,82,PICK-UP CABINA DOBLE,024,CHEVROLET,579,S10 2.8TD 4X2 LS,1,Privado,Jurídica,S. M. DE TUCUMAN,TUCUMAN,No aplica,2016,No aplica,100,90,
MEDIDAS JUDICIALES - ANOTACION,2025-04-01,2017-05-29,23011,TUCUMAN Nº 9,Tucumán,Nacional,2017,22,FURGON,37,RENAULT,ZL,KANGOO PH3 CONFORT 1.6 1P,1,Privado,Física,SAN MIGUEL DE TUCUMÁN,TUCUMAN,Femenino,1978,ARGENTINA,100,90,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-02,2018-09-05,15015,NEUQUEN Nº 6,Neuquén,Importado,2017,10,TODO TERRENO,018,BMW,455,X5  XDRIVE 40D,1,Privado,Física,NEUQUEN CAPITAL,NEUQUEN,Masculino,1981,ARGENTINA,100,58,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-03,2014-08-07,1151,AVELLANEDA Nº 4,Buenos Aires,Nacional,2014,12,SEDAN 4 PUERTAS,08,CHEVROLET,DX,CLASSIC 4 P LS ABS+AIRBAG 1.4N,1,Privado,Física,AVELLANEDA,BUENOS AIRES,Masculino,1985,ARGENTINA,100,06,200
MEDIDAS JUDICIALES - LEVANTAMIENTO,2025-04-03,2008-03-28,1159,TRES ARROYOS Nº 2,Buenos Aires,Nacional,2008,20,PICK-UP,68,TOYOTA,29,HILUX 4X4 CABINA DOBLE SRV 3.0 TDI A/T,1,Privado,Física,TRES ARROYOS,BUENOS AIRES,Masculino,1964,ARGENTINA,100,06,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-03,2022-01-19,1160,SAN MARTIN Nº 4,Buenos Aires,Nacional,2022,22,FURGON,29,MERCEDES BENZ,GS,SPRINTER 311 CDI FURGON MIXTO VIDRIADO 3250,1,Privado,Física,JOSÉ LEÓN SUÁREZ,BUENOS AIRES,Femenino,1977,BOLIVIA,100,06,202
MEDIDAS JUDICIALES - ANOTACION,2025-04-03,1978-11-10,1167,LOMAS DE ZAMORA Nº 5,Buenos Aires,Nacional,1978,26,CHASIS C/CABINA,29,MERCEDES BENZ,19,LO 1114/51,1,Privado,Física,LLAVALLOL,BUENOS AIRES,Masculino,1989,ARGENTINA,100,06,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-03,1973-02-13,1167,LOMAS DE ZAMORA Nº 5,Buenos Aires,Nacional,1973,26,CHASIS C/CABINA,29,MERCEDES BENZ,09,LS 1114/36,1,Privado,Física,LAVALLOL,BUENOS AIRES,No identificado,1989,ARGENTINA,100,06,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-03,1979-07-26,1167,LOMAS DE ZAMORA Nº 5,Buenos Aires,Nacional,1979,23,CHASIS S/ CABINA,29,MERCEDES-BENZ,14,LO 608D/41,1,Privado,Física,LLAVALLOL,BUENOS AIRES,No identificado,1989,ARGENTINA,100,06,200
MEDIDAS JUDICIALES - LEVANTAMIENTO,2025-04-03,2014-09-26,1167,LOMAS DE ZAMORA Nº 5,Buenos Aires,Nacional,2014,12,SEDAN 4 PUERTAS,37,RENAULT,YP,FLUENCE 1.6 16V CONFORT PLUS,1,Privado,Física,LLAVALLOL,BUENOS AIRES,No identificado,1982,ARGENTINA,100,06,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-03,2008-07-29,1168,MORON Nº 06,Buenos Aires,Nacional,2008,17,SEDAN 5 PTAS,34,PEUGEOT,HB,307 XS PREMIUM 2.0 HDI 5P 110 CV,1,Privado,Física,EL PALOMAR,BUENOS AIRES,Masculino,1947,ARGENTINA,100,06,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-03,2016-10-14,1171,ESCOBAR Nº 1,Buenos Aires,Protocolo 21,2016,04,RURAL 5 PUERTAS,112,RENAULT,A16,DUSTER PH2 DYNAMIQUE 1.6,1,Privado,Física,BELEN DE ESCONAR,BUENOS AIRES,Femenino,1974,ARGENTINA,100,06,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-03,2011-01-31,1171,ESCOBAR Nº 1,Buenos Aires,Importado,2005,26,DESCAPOTABLE,024,CHEVROLET,013,CORVETTE,1,Privado,Física,ESCOBAR,BUENOS AIRES,No identificado,1973,ARGENTINA,100,06,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-03,2013-01-30,1171,ESCOBAR Nº 1,Buenos Aires,Protocolo 21,2013,05,SEDAN 5 PTAS,136,VOLKSWAGEN,495,GOL TREND 1.6 GP,1,Privado,Física,M.SAVIO - ESCOBAR,BUENOS AIRES,No identificado,1974,ARGENTINA,100,06,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-03,2014-08-26,1171,ESCOBAR Nº 1,Buenos Aires,Protocolo 21,2014,05,SEDAN 5 PUERTAS,047,FORD,A36,FIESTA 1.6L SE,1,Privado,Física,B DE ESCOBAR,BUENOS AIRES,Masculino,1979,PARAGUAY,100,06,221
MEDIDAS JUDICIALES - LEVANTAMIENTO,2025-04-03,2017-06-19,1174,LA MATANZA Nº 07,Buenos Aires,Nacional,2017,20,PICK-UP,19,FORD,YU,NUEVA RANGER DC 4X2 XL 2.2L D,1,Privado,Física,RAFAEL CASTILLO,BUENOS AIRES,Masculino,1967,ARGENTINA,100,06,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-03,2015-10-23,1179,SAN MARTIN Nº 5,Buenos Aires,Importado,2015,10,TODO TERRENO,024,CHEVROLET,631,CHEVROLET TRACKER AWD LTZ+,1,Privado,Física,CIUDAD DEL LIB. GRAL. JOSÉ DE SAN MARTÍN,BUENOS AIRES,Masculino,1979,ARGENTINA,100,06,200
MEDIDAS JUDICIALES - LEVANTAMIENTO,2025-04-03,2017-10-20,1182,SAN NICOLAS Nº 2,Buenos Aires,Importado,2017,22,SEDAN 3 PUERTAS,011,AUDI,183,A3 1.4 T FSI,1,Privado,Física,SAN NICOLAS,BUENOS AIRES,Masculino,1987,ARGENTINA,100,06,200
