tramite_tipo,tramite_fecha,fecha_inscripcion_inicial,registro_seccional_codigo,registro_seccional_descripcion,registro_seccional_provincia,automotor_origen,automotor_anio_modelo,automotor_tipo_codigo,automotor_tipo_descripcion,automotor_marca_codigo,automotor_marca_descripcion,automotor_modelo_codigo,automotor_modelo_descripcion,automotor_uso_codigo,automotor_uso_descripcion,titular_tipo_persona,titular_domicilio_localidad,titular_domicilio_provincia,titular_genero,titular_anio_nacimiento,titular_pais_nacimiento,titular_porcentaje_titularidad,titular_domicilio_provincia_id,titular_pais_nacimiento_id
MEDIDAS JUDICIALES - ANOTACION,2025-04-25,2013-01-18,21015,ROSARIO Nº 03,Santa Fe,Protocolo 21,2013,13,FURGON,112,RENAULT,905,MASTER PH3 DCI 120 L3H2 PACK 2,1,Privado,Física,ROSARIO,SANTA FE,Femenino,1986,ARGENTINA,100,82,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-25,2008-07-07,21015,ROSARIO Nº 03,Santa Fe,Nacional,2008,12,SEDAN 4 PTAS,08,CHEVROLET,BD,CORSA CLASSIC 4P SUPER 1.6N,1,Privado,Física,ROSARIO,SANTA FE,Masculino,1989,ARGENTINA,100,82,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-25,2017-07-31,21046,VENADO TUERTO Nº 2,Santa Fe,Protocolo 21,2017,04,RURAL 5 PUERTAS,151,JEEP,095,RENEGADE SPORT 1.8 AT6,1,Privado,Jurídica,VENADO TUERTO,SANTA FE,No aplica,2009,No aplica,100,82,
MEDIDAS JUDICIALES - ANOTACION,2025-04-25,2013-12-11,21046,VENADO TUERTO Nº 2,Santa Fe,Protocolo 21,2013,82,PICK-UP CABINA DOBLE,024,CHEVROLET,579,S10 2.8TD 4X2 LS,1,Privado,Jurídica,VENADO TUERTO,SANTA FE,No aplica,2017,No aplica,100,82,
MEDIDAS JUDICIALES - LEVANTAMIENTO,2025-04-25,2004-09-24,21046,VENADO TUERTO Nº 2,Santa Fe,Protocolo 21,2004,05,SEDAN 5 PTAS,011,AUDI,058,A3 1.6,1,Privado,Física,VENADO TUERTO,SANTA FE,Masculino,1966,ARGENTINA,100,82,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-25,2017-06-14,21016,ROSARIO Nº 04,Santa Fe,Protocolo 21,2017,04,RURAL 5 PUERTAS,112,RENAULT,A61,CAPTUR INTENS 2.0,1,Privado,Física,ROSARIO,SANTA FE,Masculino,1986,ARGENTINA,100,82,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-25,2016-06-08,21016,ROSARIO Nº 04,Santa Fe,Protocolo 21,2016,04,RURAL 5 PUERTAS,151,JEEP,092,RENEGADE 1.8L SPORT,1,Privado,Física,ROSARIO,SANTA FE,Masculino,1978,ARGENTINA,100,82,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-25,2005-09-08,21020,SAN JORGE Nº 1,Santa Fe,Protocolo 21,2005,04,RURAL 5 PUERTAS,047,FORD,597,ECOSPORT 1.6L 4X2 XL PLUS,1,Privado,Física,PIAMONTE,SANTA FE,Masculino,1998,ARGENTINA,50,82,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-25,1996-10-18,21022,SAN LORENZO Nº 1,Santa Fe,Protocolo 21,1996,,CHASIS CON CABINA,092,MERCEDES BENZ,275,1722,1,Privado,Física,CAPITÁN BERMÚDEZ,SANTA FE,Masculino,1962,ARGENTINA,100,82,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-25,2011-04-01,21034,SUNCHALES,Santa Fe,Importado,2011,04,RURAL 5 PTAS,158,DODGE,117,JOURNEY SXT 2.4,1,Privado,Física,SUNCHALES,SANTA FE,Masculino,1986,ARGENTINA,100,82,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-25,2023-12-01,21041,VILLA OCAMPO,Santa Fe,Nacional,2023,20,PICK-UP,68,TOYOTA,CC,HILUX 4X2 DC SRV 2.8 TDI 6 MT,1,Privado,Física,LAS TOSCAS,SANTA FE,Femenino,1994,ARGENTINA,100,82,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-25,2023-12-01,21041,VILLA OCAMPO,Santa Fe,Nacional,2023,20,PICK-UP,68,TOYOTA,CC,HILUX 4X2 DC SRV 2.8 TDI 6 MT,1,Privado,Física,LAS TOSCAS,SANTA FE,Femenino,1994,ARGENTINA,100,82,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-25,2009-12-30,21041,VILLA OCAMPO,Santa Fe,Protocolo 21,2009,05,SEDAN 5 PTAS,127,SUZUKI,706,FUN 1.4,1,Privado,Física,FLORENCIA,SANTA FE,Masculino,1970,ARGENTINA,100,82,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-25,2009-12-30,21041,VILLA OCAMPO,Santa Fe,Protocolo 21,2009,05,SEDAN 5 PTAS,127,SUZUKI,706,FUN 1.4,1,Privado,Física,FLORENCIA,SANTA FE,Masculino,1970,ARGENTINA,100,82,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-25,2012-03-29,21043,ROSARIO Nº 08,Santa Fe,Protocolo 21,2012,05,SEDAN 5 PTAS,044,FIAT,729,PUNTO ATTRACTIVE 1.4 8V,1,Privado,Física,ROSARIO,SANTA FE,Masculino,1954,ARGENTINA,100,82,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-25,2013-06-25,21049,ROSARIO Nº 11,Santa Fe,Nacional,2013,12,SEDAN 4 PUERTAS,34,PEUGEOT,LA,408 FELINE 2.0N,1,Privado,Física,ROSARIO,SANTA FE,Masculino,1966,ARGENTINA,100,82,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-25,2012-03-27,21053,SAN LORENZO Nº 3,Santa Fe,Protocolo 21,2012,05,SEDAN 5 PTAS,136,VOLKSWAGEN,348,FOX 1.6,1,Privado,Física,SAN LORENZO,SANTA FE,No identificado,1952,ARGENTINA,100,82,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-25,2017-12-01,21057,ROSARIO Nº 14,Santa Fe,Nacional,2017,20,PICK-UP,19,FORD,ZE,RANGER CS 4X2 XL 2.2L D,1,Privado,Física,ROSARIO,SANTA FE,Masculino,1971,ARGENTINA,100,82,200
MEDIDAS JUDICIALES - LEVANTAMIENTO,2025-04-25,2024-10-03,21060,VENADO TUERTO Nº 3,Santa Fe,Nacional,2024,17,SEDAN 5 PUERTAS,34,PEUGEOT,UL,208 ALLURE AM25,1,Privado,Física,SAN GREGORIO,SANTA FE,Masculino,1989,ARGENTINA,100,82,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-25,2018-01-31,21066,SANTA FE Nº 6,Santa Fe,Protocolo 21,2018,02,SEDAN 4 PUERTAS,136,VOLKSWAGEN,578,VOYAGE 1.6 MSI,1,Privado,Física,SANTA FE,SANTA FE,Masculino,1976,ARGENTINA,100,82,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-25,2013-04-30,21068,ROSARIO Nº 17,Santa Fe,Nacional,2013,22,FURGON,07,CITROEN,AT,BERLINGO FURGON 1.4I FULL AM53,1,Privado,Física,ROSARIO,SANTA FE,Femenino,1979,ARGENTINA,100,82,200
MEDIDAS JUDICIALES - LEVANTAMIENTO,2025-04-25,1982-01-05,21068,ROSARIO Nº 17,Santa Fe,Nacional,1982,26,CHASIS C/CABINA,19,FORD,11,F-100,1,Privado,Física,ROSARIO,SANTA FE,Femenino,1992,BOLIVIA,100,82,202
MEDIDAS JUDICIALES - ANOTACION,2025-04-25,1978-11-28,21072,RAFAELA Nº 5,Santa Fe,Nacional,1978,,SEMIRREMOLQUE,,CM,,RT4-SAG12T3E,1,Privado,Física,ESTACION CLUCELLAS,SANTA FE,Femenino,1973,ARGENTINA,100,82,200
MEDIDAS JUDICIALES - LEVANTAMIENTO,2025-04-25,2015-01-07,21075,SAN LORENZO Nº 4,Santa Fe,Nacional,2014,12,SEDAN 4 PUERTAS,17,FIAT,CB,SIENA 1.6 EL,1,Privado,Física,CARCARAÑA,SANTA FE,Masculino,1980,ARGENTINA,100,82,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-25,2006-02-10,22003,SANTIAGO DEL ESTERO Nº 1,Santiago del Estero,Protocolo 21,2006,02,SEDAN 4 PTAS,044,FIAT,605,SIENA HLX 1.8MPI 8V,1,Privado,Física,TERMAS DE RIO HONDO,SGO.DEL ESTERO,Masculino,1987,ARGENTINA,100,86,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-25,1994-02-18,22006,LA BANDA Nº 1,Santiago del Estero,Nacional,1994,16,SEDAN 5 PUERTAS,19,FORD,40,ESCORT LX,1,Privado,Física,LA BANDA,SGO.DEL ESTERO,Masculino,1989,ARGENTINA,100,86,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-25,2014-09-29,22006,LA BANDA Nº 1,Santiago del Estero,Protocolo 21,2014,04,RURAL 5 PUERTAS,047,FORD,998,ECOSPORT SE 1.6L MT N,1,Privado,Física,LA BANDA,SGO.DEL ESTERO,Femenino,1961,ARGENTINA,100,86,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-25,2009-03-13,22007,SANTIAGO DEL ESTERO Nº 2,Santiago del Estero,Protocolo 21,2009,05,SEDAN 5 PTAS,024,CHEVROLET,405,MERIVA GL PLUS 1.8 SOHC,1,Privado,Física,RIO HONDO,SGO.DEL ESTERO,No identificado,1985,COLOMBIA,100,86,205
MEDIDAS JUDICIALES - ANOTACION,2025-04-25,2021-07-26,23003,TUCUMAN Nº 2,Tucumán,Protocolo 21,2021,05,SEDAN 5 PUERTAS,136,VOLKSWAGEN,670,GOL TREND TRENDLINE 1.6 GAS 101CV MQ,1,Privado,Física,SAN MIGUEL DE TUCUMAN,TUCUMAN,Masculino,1957,ARGENTINA,100,90,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-25,1988-04-08,23003,TUCUMAN Nº 2,Tucumán,Nacional,1988,,BERLINA 5 PTAS,37,RENAULT,42,RENAULT 11 GTL,1,Privado,Física,BANDA RIO SALI,TUCUMAN,Masculino,1970,ARGENTINA,100,90,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-25,2013-01-17,23005,TUCUMAN Nº 4,Tucumán,Nacional,2013,12,SEDAN 4 PTAS,08,CHEVROLET,DP,CLASSIC 4P LS A+D SPIRIT 1.4N,1,Privado,Física,LULES,TUCUMAN,Masculino,1965,ARGENTINA,100,90,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-25,1995-01-30,23008,TUCUMAN Nº 7,Tucumán,Protocolo 21,1995,,SEDAN,,PEUGEOT,,405 GLD,1,Privado,Física,CAPITAL,TUCUMAN,Masculino,1977,ARGENTINA,100,90,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-25,2005-07-20,23010,TUCUMAN Nº 8,Tucumán,Nacional,2005,29,TRACTOR DE CARRETERA,67,IVECO,16,450E37T,1,Privado,Física,SAN MIGUEL DE TUCUMÁN,TUCUMAN,Masculino,1960,ARGENTINA,100,90,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-25,2015-12-14,23012,JUAN BAUTISTA ALBERDI,Tucumán,Nacional,2015,90,MINIBUS (O MICROOMNIBUS),29,MERCEDES BENZ,DJ,SPRINTER 415 CDI-C 3665 TE,1,Privado,Física,LA COCHA,TUCUMAN,No identificado,1961,ARGENTINA,100,90,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-25,2013-09-06,24001,RIO GRANDE Nº 1,Tierra del Fuego,Importado,2013,05,SEDAN 5 PUERTAS,G89,CHERY,006,QQ CONFORT,1,Privado,Física,RIO GRANDE,T.DEL FUEGO,Masculino,1998,ARGENTINA,100,94,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-25,2020-12-02,24001,RIO GRANDE Nº 1,Tierra del Fuego,Protocolo 21,2020,05,SEDAN 5 PUERTAS,130,TOYOTA,908,ETIOS X 1.5 6M/T,1,Privado,Física,RIO GRANDE,T.DEL FUEGO,Femenino,1991,PARAGUAY,100,94,221
MEDIDAS JUDICIALES - LEVANTAMIENTO,2025-04-25,2020-10-15,24006,USHUAIA Nº 3,Tierra del Fuego,Protocolo 21,2020,05,SEDAN 5 PUERTAS,102,NISSAN,723,KICKS EXCLUSIVE CVT,1,Privado,Física,USHUAIA,T.DEL FUEGO,Masculino,1993,ARGENTINA,100,94,200
MEDIDAS JUDICIALES - LEVANTAMIENTO,2025-04-28,2012-05-17,1162,OLAVARRIA Nº 2,Buenos Aires,Importado,2011,02,SEDAN 4 PTAS,024,CHEVROLET,532,CRUZE 1.8 LTZ,1,Privado,Física,OLAVARRIA,BUENOS AIRES,Masculino,1993,ARGENTINA,100,06,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-28,2014-02-20,1163,MAR DEL PLATA Nº 05,Buenos Aires,Protocolo 21,2014,05,SEDAN 5 PUERTAS,136,VOLKSWAGEN,495,GOL TREND 1.6 GP,1,Privado,Física,MAR DEL PLATA,BUENOS AIRES,Femenino,1986,ARGENTINA,100,06,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-28,2013-05-15,1163,MAR DEL PLATA Nº 05,Buenos Aires,Protocolo 21,2013,22,SEDAN 3 PUERTAS,047,FORD,815,KA FLY VIRAL 1.0L,1,Privado,Física,MAR DEL PLATA,BUENOS AIRES,Femenino,1981,ARGENTINA,100,06,200
MEDIDAS JUDICIALES - LEVANTAMIENTO,2025-04-28,2012-12-07,1178,LA MATANZA Nº 08,Buenos Aires,Nacional,2012,22,FURGON,37,RENAULT,VW,KANGOO CONFORT 1.6 CD AA DA SVT 1PL(600K),1,Privado,Física,SAN JUSTO,BUENOS AIRES,Masculino,1977,ARGENTINA,100,06,200
MEDIDAS JUDICIALES - LEVANTAMIENTO,2025-04-28,2022-01-26,1182,SAN NICOLAS Nº 2,Buenos Aires,Nacional,2022,20,PICK-UP,19,FORD,ZU,RANGER DC 4X2 XLT 2.5L N,1,Privado,Física,SAN NICOLÁS DE LOS ARROYOS,BUENOS AIRES,No identificado,1976,ARGENTINA,100,06,200
MEDIDAS JUDICIALES - LEVANTAMIENTO,2025-04-28,2016-02-25,1005,AVELLANEDA Nº 2,Buenos Aires,Protocolo 21,2016,92,TRACTOR C/CABINA DORMITORIO,092,MERCEDES BENZ,967,ATEGO 1725 S,1,Privado,Jurídica,SARANDI,BUENOS AIRES,No aplica,2007,No aplica,100,06,
MEDIDAS JUDICIALES - ANOTACION,2025-04-28,2012-05-16,1005,AVELLANEDA Nº 2,Buenos Aires,Nacional,2012,22,FURGON,07,CITROEN,AY,BERLINGO FURGON 1.6 HDI PACK SEGURIDAD AM53,1,Privado,Física,SARANDI,BUENOS AIRES,Femenino,1972,ARGENTINA,100,06,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-28,1979-06-27,1020,CORONEL DORREGO,Buenos Aires,Nacional,1979,26,CHASIS C/CABINA,19,FORD,11,F-100,1,Privado,Física,CORONEL DORREGO,BUENOS AIRES,Masculino,1954,ARGENTINA,100,06,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-28,2011-02-09,1020,CORONEL DORREGO,Buenos Aires,Importado,2011,02,SEDAN 4 PUERTAS,024,CHEVROLET,482,AVEO LS 1.6N MT,1,Privado,Física,CORONEL DORREGO,BUENOS AIRES,Masculino,1954,ARGENTINA,100,06,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-28,1972-11-14,1020,CORONEL DORREGO,Buenos Aires,Nacional,1956,41,SIN ESPECIFICACION,99,FORD,99,F-900,1,Privado,Física,CORONEL DORREGO-BS.AS.,BUENOS AIRES,Masculino,1954,ARGENTINA,100,06,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-28,2006-05-05,1037,GENERAL VILLEGAS,Buenos Aires,Protocolo 21,2006,02,SEDAN 4 PTAS,130,TOYOTA,128,COROLLA 1.6 XLI,1,Privado,Física,GENERAL VILLEGAS-,BUENOS AIRES,No identificado,1945,ARGENTINA,100,06,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-28,2014-10-03,1037,GENERAL VILLEGAS,Buenos Aires,Nacional,2014,20,PICK-UP,68,TOYOTA,68,HILUX 4X2 C/S DX PACK 2.5 TDI - D3,1,Privado,Física,CORONEL CHARLONE,BUENOS AIRES,Masculino,1980,ARGENTINA,100,06,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-28,2014-10-03,1037,GENERAL VILLEGAS,Buenos Aires,Nacional,2014,20,PICK-UP,68,TOYOTA,68,HILUX 4X2 C/S DX PACK 2.5 TDI - D3,1,Privado,Física,CORONEL CHARLONE,BUENOS AIRES,Masculino,1980,ARGENTINA,100,06,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-28,2013-03-18,1062,MERLO Nº 1,Buenos Aires,Importado,2013,04,RURAL 5 PUERTAS,158,DODGE,117,JOURNEY SXT 2.4,1,Privado,Física,MERLO,BUENOS AIRES,No identificado,1984,ARGENTINA,100,06,200
MEDIDAS JUDICIALES - LEVANTAMIENTO,2025-04-28,2015-05-07,1064,MORENO Nº 1,Buenos Aires,Nacional,2015,94,TRACTOR C/ CABINA DORMITORIO,29,MERCEDES BENZ,EP,BMO 695 VERSION ATRON 1634 S 45,1,Privado,Jurídica,MORENO,BUENOS AIRES,No aplica,2012,No aplica,100,06,
MEDIDAS JUDICIALES - ANOTACION,2025-04-28,2016-05-04,1083,SALTO,Buenos Aires,Protocolo 21,2016,02,SEDAN 4 PUERTAS,130,TOYOTA,874,COROLLA XEI 1.8 6M/T,1,Privado,Física,SALTO,BUENOS AIRES,Masculino,1968,ARGENTINA,100,06,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-28,2018-04-12,1083,SALTO,Buenos Aires,Nacional,2018,20,PICK-UP,68,TOYOTA,AD,HILUX 4X2 D/C DX 2.4 TDI 6 M/T,1,Privado,Física,SALTO,BUENOS AIRES,Masculino,1968,ARGENTINA,100,06,200
MEDIDAS JUDICIALES - LEVANTAMIENTO,2025-04-28,2016-06-28,1087,SAN ISIDRO Nº 01,Buenos Aires,Nacional,2016,20,PICK-UP,53,VOLKSWAGEN,WP,AMAROK 2.0L TDI 180 CV 4X2 668,1,Privado,Física,MARTINEZ,BUENOS AIRES,Masculino,1984,ARGENTINA,100,06,200
MEDIDAS JUDICIALES - LEVANTAMIENTO,2025-04-28,2010-10-29,1115,MORON Nº 01,Buenos Aires,Protocolo 21,2010,04,RURAL 5 PTAS,047,FORD,821,ECOSPORT 2.0L XLS 4X2,1,Privado,Física,MORON-MORON,BUENOS AIRES,No identificado,1979,ARGENTINA,100,06,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-28,2013-09-12,1120,LA MATANZA Nº 03,Buenos Aires,Protocolo 21,2013,04,RURAL 5 PUERTAS,047,FORD,998,ECOSPORT SE 1.6L MT N,1,Privado,Física,LA TABLADA,BUENOS AIRES,Femenino,1971,ARGENTINA,100,06,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-28,2017-08-08,1120,LA MATANZA Nº 03,Buenos Aires,Nacional,2017,20,PICK-UP,53,VOLKSWAGEN,5J,AMAROK DC 2.0L TDI 140 CV 4X2 083,1,Privado,Física,VIRREY DEL PINO,BUENOS AIRES,Masculino,1982,ARGENTINA,100,06,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-28,2015-10-06,1130,GENERAL RODRIGUEZ Nº 1,Buenos Aires,Nacional,2015,12,SEDAN 4 PUERTAS,37,RENAULT,1C,FLUENCE PH2 1.6 DYNAMIQUE PACK,1,Privado,Física,GENERAL RODRIGUEZ,BUENOS AIRES,Femenino,1966,ARGENTINA,100,06,200
MEDIDAS JUDICIALES - LEVANTAMIENTO,2025-04-28,2015-11-04,1132,PINAMAR,Buenos Aires,Protocolo 21,2015,02,SEDAN 4 PUERTAS,136,VOLKSWAGEN,426,VOYAGE 1.6,1,Privado,Física,OSTENDE,BUENOS AIRES,Masculino,1966,ARGENTINA,100,06,200
MEDIDAS JUDICIALES - LEVANTAMIENTO,2025-04-28,2014-12-03,1210,ESTEBAN ECHEVERRIA Nº 3,Buenos Aires,Protocolo 21,2014,28,TRACTOR DE CARRETERA,047,FORD,166,CARGO 1722,1,Privado,Física,MONTE GRANDE,BUENOS AIRES,Masculino,1974,ARGENTINA,50,06,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-28,1995-04-10,1217,RAMALLO,Buenos Aires,Importado,1995,05,SEDAN 5 PTAS,,PEUGEOT,,306 XR,1,Privado,Física,PEREZ MILLAN.BS AS.,BUENOS AIRES,No identificado,1969,ARGENTINA,100,06,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-28,2010-07-19,1217,RAMALLO,Buenos Aires,Importado,2010,05,SEDAN 5 PTAS,102,NISSAN,592,TIIDA 1.8 6MT ACENTA,1,Privado,Física,VILLA RAMALLO,BUENOS AIRES,No identificado,1957,ARGENTINA,100,06,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-28,2024-04-22,1228,LA PLATA Nº 10,Buenos Aires,Nacional,2024,22,FURGON,37,RENAULT,6C,KANGOO EXPRESS 5A 1.6 SCE 114,1,Privado,Física,LOS HORNOS,BUENOS AIRES,Masculino,1975,ARGENTINA,100,06,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-28,2014-05-12,1230,ESCOBAR Nº 2,Buenos Aires,Protocolo 21,2014,04,RURAL 5 PUERTAS,047,FORD,993,ECOSPORT TITANIUM 1.6L MT N,1,Privado,Física,ESCOBAR,BUENOS AIRES,Masculino,1963,ARGENTINA,100,06,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-28,2012-03-23,1253,LA PLATA Nº 13,Buenos Aires,Protocolo 21,2012,05,SEDAN 5 PTAS,112,RENAULT,818,SANDERO STEPWAY PH2 DYNAMIQUE 1.6,1,Privado,Jurídica,TOLOSA - LA PLATA,BUENOS AIRES,No aplica,2003,No aplica,100,06,
MEDIDAS JUDICIALES - ANOTACION,2025-04-28,2011-09-22,1262,PERGAMINO Nº 3,Buenos Aires,Nacional,2011,26,CHASIS C/CABINA,67,IVECO,70,170E25,1,Privado,Física,ACEVEDO - PERGAMINO,BUENOS AIRES,No identificado,1964,ARGENTINA,100,06,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-28,2003-05-28,1263,OLIVOS Nº 10,Buenos Aires,Importado,2003,02,SEDAN 4 PTAS,136,VOLKSWAGEN,032,PASSAT TDI,1,Privado,Física,OLIVOS,BUENOS AIRES,Masculino,1949,ARGENTINA,100,06,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-28,2014-06-30,1280,ESCOBAR Nº 3 (EX. INGENIERO MASCHWITZ),Buenos Aires,Protocolo 21,2014,04,RURAL 5 PUERTAS,047,FORD,A03,ECOSPORT TITANIUM 2.0L MT N,1,Privado,Física,ING. MASCHWITZ,BUENOS AIRES,Femenino,1977,ARGENTINA,100,06,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-28,2008-10-23,1280,ESCOBAR Nº 3 (EX. INGENIERO MASCHWITZ),Buenos Aires,Protocolo 21,2008,04,RURAL 5 PTAS,047,FORD,821,ECOSPORT 2.0L XLS 4X2,1,Privado,Física,ING.MASCHWITZ-ESCOBAR,BUENOS AIRES,Femenino,1965,ARGENTINA,100,06,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-28,2014-12-03,1280,ESCOBAR Nº 3 (EX. INGENIERO MASCHWITZ),Buenos Aires,Protocolo 21,2014,05,SEDAN 5 PUERTAS,136,VOLKSWAGEN,413,GOL TREND 1.6,1,Privado,Física,GARIN,BUENOS AIRES,Femenino,1985,ARGENTINA,100,06,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-28,2014-12-11,1280,ESCOBAR Nº 3 (EX. INGENIERO MASCHWITZ),Buenos Aires,Protocolo 21,2014,05,SEDAN 5 PUERTAS,047,FORD,A41,FIESTA 1.6L S,1,Privado,Física,MASCHWITZ,BUENOS AIRES,Femenino,1985,ARGENTINA,100,06,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-28,2023-05-18,1280,ESCOBAR Nº 3 (EX. INGENIERO MASCHWITZ),Buenos Aires,Nacional,2023,20,PICK-UP,19,FORD,ZM,RANGER DC 4X4 XLT MT 3.2L D,1,Privado,Física,MASCHWITZ,BUENOS AIRES,Femenino,1971,ARGENTINA,100,06,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-28,2007-03-12,1280,ESCOBAR Nº 3 (EX. INGENIERO MASCHWITZ),Buenos Aires,Protocolo 21,2007,05,SEDAN 5 PTAS,047,FORD,723,FIESTA AMBIENTE PLUS MP3,1,Privado,Física,ING MASCHWITZ.- ESCOBAR.-,BUENOS AIRES,Masculino,1969,ARGENTINA,100,06,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-28,2006-09-06,1280,ESCOBAR Nº 3 (EX. INGENIERO MASCHWITZ),Buenos Aires,Importado,2006,02,SEDAN 4 PTAS,136,VOLKSWAGEN,282,BORA TDI,1,Privado,Física,GARIN-ESCOBAR,BUENOS AIRES,Femenino,1955,CHILE,50,06,208
MEDIDAS JUDICIALES - LEVANTAMIENTO,2025-04-28,2012-06-01,1288,MORENO Nº 5,Buenos Aires,Protocolo 21,2012,02,SEDAN 4 PTAS,112,RENAULT,830,LOGAN AUTHENTIQUE 1.6 PACK I,1,Privado,Física,PASO DEL REY,BUENOS AIRES,Masculino,1961,ARGENTINA,100,06,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-28,1995-06-21,16001,CIPOLLETTI Nº 1,Río Negro,Protocolo 21,1995,05,SEDAN 5 PTAS,047,FORD,115,FIESTA CL 5 PTAS.,1,Privado,Física,CIPOLLETTI,RIO NEGRO,Femenino,1978,ARGENTINA,100,62,200
MEDIDAS JUDICIALES - LEVANTAMIENTO,2025-04-28,2017-01-30,17009,SALTA Nº 5,Salta,Protocolo 21,2017,02,SEDAN 4 PUERTAS,136,VOLKSWAGEN,578,VOYAGE 1.6 MSI,1,Privado,Física,SALTA,SALTA,Masculino,1952,ARGENTINA,100,66,200
MEDIDAS JUDICIALES - LEVANTAMIENTO,2025-04-28,2017-01-30,17009,SALTA Nº 5,Salta,Protocolo 21,2017,02,SEDAN 4 PUERTAS,136,VOLKSWAGEN,578,VOYAGE 1.6 MSI,1,Privado,Física,SALTA,SALTA,Masculino,1952,ARGENTINA,100,66,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-28,2007-01-30,17009,SALTA Nº 5,Salta,Protocolo 21,2007,11,PICK-UP,024,CHEVROLET,416,S10 2.8TDI DLX 4X4 ELECTRONIC CD,1,Privado,Física,CORONEL MOLDES,SALTA,No identificado,1980,ARGENTINA,100,66,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-28,2007-01-30,17009,SALTA Nº 5,Salta,Protocolo 21,2007,11,PICK-UP,024,CHEVROLET,416,S10 2.8TDI DLX 4X4 ELECTRONIC CD,1,Privado,Física,CORONEL MOLDES,SALTA,No identificado,1980,ARGENTINA,100,66,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-28,2018-03-27,17006,SALTA Nº 2,Salta,Protocolo 21,2018,05,SEDAN 5 PUERTAS,047,FORD,A34,FIESTA 1.6L TITANIUM,1,Privado,Física,Bº MIGUEL ORTIZ,SALTA,Masculino,1993,ARGENTINA,100,66,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-28,1973-04-24,13009,GENERAL SAN MARTIN Nº 2,Mendoza,Nacional,,12,SEDAN 4 PTAS,07,CITROEN,07,AMI 8,1,Privado,Física,JUNIN,MENDOZA,Masculino,1915,ARGENTINA,50,50,200
MEDIDAS JUDICIALES - ANOTACION,2025-04-28,2022-08-02,13010,MENDOZA Nº 04,Mendoza,Nacional,2022,30,ACOPLADO,99,CORMETAL,64,ACXB22,1,Privado,Física,SAN JOSE,MENDOZA,Masculino,1981,ARGENTINA,50,50,200
